-1.196700000000000021e-02,2.187749999999999972e-01,1.463089999999999946e-01,3.692999999999999755e-02,9.509099999999999497e-02,2.985300000000000106e-02,8.074491999999999337e+00,3.083703200000000066e+01,1.103523079999999936e+02
-4.088800000000000073e-02,1.191220000000000057e-01,1.022580000000000017e-01,-1.001499999999999960e-02,8.624199999999999922e-02,2.106799999999999992e-02,8.088430000000000675e+00,3.094748200000000082e+01,1.104012979999999970e+02
2.977499999999999938e-02,8.501999999999999835e-02,4.877100000000000185e-02,-3.394799999999999901e-02,3.471599999999999686e-02,2.462500000000000105e-02,8.064970999999999890e+00,3.098412799999999834e+01,1.104442149999999998e+02
5.825899999999999829e-02,1.482060000000000044e-01,-5.741899999999999782e-02,3.083999999999999936e-03,7.955999999999999531e-03,2.138999999999999929e-02,8.088606999999999658e+00,3.098347499999999854e+01,1.104757939999999934e+02
-7.241999999999999826e-02,1.372839999999999894e-01,-8.441700000000000592e-02,3.888699999999999796e-02,3.795400000000000162e-02,2.850899999999999962e-02,8.173237000000000307e+00,3.102391599999999983e+01,1.105258680000000027e+02
-2.228539999999999965e-01,-3.989999999999999623e-03,-3.228299999999999920e-02,-2.262000000000000122e-03,6.885700000000000154e-02,3.495499999999999996e-02,8.208344000000000307e+00,3.110679999999999978e+01,1.105940719999999970e+02
-1.503970000000000029e-01,-5.747100000000000125e-02,9.240199999999999803e-02,-6.793699999999999739e-02,3.316199999999999704e-02,1.835000000000000173e-02,8.130914000000000641e+00,3.114247399999999999e+01,1.106265269999999958e+02
2.057399999999999854e-02,9.924099999999999588e-02,1.084149999999999975e-01,-4.421200000000000130e-02,-2.650900000000000131e-02,-1.712699999999999986e-02,8.049829000000000789e+00,3.110073500000000024e+01,1.105859640000000041e+02
1.283549999999999969e-01,2.654460000000000153e-01,7.851400000000000046e-02,4.552500000000000296e-02,-3.144500000000000073e-02,-3.065400000000000069e-02,8.085217000000000098e+00,3.105472299999999919e+01,1.105221059999999937e+02
1.853499999999999939e-02,2.096540000000000070e-01,4.053500000000000159e-02,8.263700000000000212e-02,6.276000000000000328e-03,-1.272799999999999973e-02,8.193654999999999688e+00,3.105861000000000161e+01,1.104969430000000017e+02
-5.972600000000000131e-02,1.286130000000000051e-01,7.010199999999999765e-02,1.646399999999999947e-02,1.345200000000000042e-02,-3.539999999999999853e-04,8.218702000000000396e+00,3.107014900000000068e+01,1.104934520000000049e+02
3.052699999999999858e-02,1.276319999999999955e-01,1.002510000000000068e-01,-4.848000000000000226e-02,-3.108000000000000086e-03,4.764000000000000005e-03,8.153105999999999298e+00,3.105714199999999892e+01,1.104949270000000041e+02
1.278390000000000082e-01,1.644829999999999903e-01,9.326199999999999768e-02,-4.330300000000000121e-02,-1.362400000000000069e-02,-8.189999999999999581e-04,8.088893000000000555e+00,3.103040499999999824e+01,1.104842079999999953e+02
1.237120000000000025e-01,1.755559999999999898e-01,6.898799999999999377e-02,2.207200000000000134e-02,4.015000000000000339e-03,1.337099999999999921e-02,8.132578999999999780e+00,3.102575300000000169e+01,1.105021749999999940e+02
-3.042800000000000019e-02,8.313500000000000056e-02,3.651999999999999691e-02,2.985600000000000059e-02,2.802400000000000030e-02,1.437899999999999942e-02,8.191190000000000637e+00,3.105496000000000123e+01,1.105270620000000008e+02
-1.142969999999999958e-01,1.899999999999999953e-02,1.283300000000000066e-02,-2.661499999999999977e-02,2.800400000000000111e-02,1.924800000000000122e-02,8.173035000000000494e+00,3.108311799999999891e+01,1.105595059999999989e+02
-7.836100000000000010e-02,5.634200000000000319e-02,1.778300000000000020e-02,-6.698300000000000087e-02,5.739999999999999660e-04,1.012200000000000079e-02,8.086014999999999731e+00,3.107435399999999959e+01,1.105702320000000043e+02
2.978000000000000091e-02,1.385679999999999967e-01,-1.535899999999999939e-02,-3.046199999999999949e-02,-2.199999999999999872e-02,-1.110000000000000092e-03,8.039023000000000252e+00,3.103581199999999995e+01,1.105575599999999952e+02
1.130500000000000081e-02,1.578819999999999946e-01,3.797400000000000081e-02,3.794600000000000056e-02,-1.378799999999999991e-02,-4.840000000000000010e-04,8.091511999999999816e+00,3.100875500000000073e+01,1.105477230000000048e+02
-4.700100000000000111e-02,8.233899999999999553e-02,7.429199999999999693e-02,3.650400000000000172e-02,-3.128299999999999831e-02,-1.710499999999999868e-02,8.125578000000000856e+00,3.096025300000000158e+01,1.105053300000000007e+02
-8.053499999999999548e-02,5.630899999999999794e-02,6.817399999999999849e-02,-1.438500000000000022e-02,-4.751999999999999974e-02,-8.252999999999999919e-03,8.092444000000000415e+00,3.088696799999999953e+01,1.104742789999999957e+02
4.050999999999999913e-03,1.713349999999999873e-01,6.410699999999999732e-02,-4.991199999999999803e-02,-3.090000000000000038e-02,8.009999999999999759e-03,8.024241999999999209e+00,3.083390800000000098e+01,1.104739900000000006e+02
9.041399999999999437e-02,2.466420000000000001e-01,8.667700000000000404e-02,-1.997700000000000170e-02,1.462399999999999985e-02,2.054100000000000023e-02,8.015067999999999415e+00,3.084296399999999849e+01,1.105054769999999991e+02
1.584699999999999998e-02,1.731600000000000084e-01,1.271309999999999940e-01,1.216800000000000000e-02,1.597900000000000015e-02,1.708399999999999849e-02,8.049167000000000627e+00,3.085454999999999970e+01,1.105325839999999999e+02
-1.041360000000000063e-01,1.515630000000000033e-01,1.476109999999999922e-01,-8.618000000000000660e-03,-2.340400000000000119e-02,4.067999999999999568e-03,8.037734000000000378e+00,3.081297999999999959e+01,1.105272760000000005e+02
-1.913710000000000133e-01,1.975320000000000131e-01,1.019270000000000037e-01,-1.082650000000000001e-01,-2.617900000000000088e-02,-1.417200000000000057e-02,7.867886999999999631e+00,3.077104100000000031e+01,1.104917209999999983e+02
-8.174800000000000122e-02,2.521920000000000273e-01,1.567719999999999947e-01,-2.575680000000000192e-01,4.315299999999999692e-02,1.726099999999999857e-02,7.518877999999999950e+00,3.082133299999999920e+01,1.105242099999999965e+02
7.633700000000000208e-02,3.128000000000000225e-01,2.604679999999999773e-01,-3.442250000000000032e-01,9.131799999999999640e-02,4.620099999999999901e-02,7.075440000000000396e+00,3.093487199999999859e+01,1.106159829999999999e+02
2.145239999999999925e-01,3.099250000000000060e-01,2.491639999999999966e-01,-3.255870000000000153e-01,1.099969999999999976e-01,4.871899999999999842e-02,6.662321999999999633e+00,3.107514700000000119e+01,1.107125709999999970e+02
1.367200000000000082e-01,1.739880000000000038e-01,1.247209999999999985e-01,-2.577340000000000186e-01,1.277760000000000007e-01,5.797200000000000270e-02,6.355903999999999776e+00,3.123986199999999869e+01,1.108265679999999946e+02
-9.896499999999999742e-02,3.778999999999999807e-03,-2.645300000000000082e-02,-2.396909999999999874e-01,1.209459999999999980e-01,4.847800000000000026e-02,6.066156999999999577e+00,3.139672900000000055e+01,1.109223669999999942e+02
-1.448500000000000065e-01,-5.534100000000000130e-02,-1.100440000000000029e-01,-2.839510000000000089e-01,7.047399999999999498e-02,3.761300000000000060e-02,5.698786000000000129e+00,3.148378399999999999e+01,1.109910930000000064e+02
-4.548900000000000166e-02,1.334499999999999922e-02,-1.482779999999999931e-01,-2.553239999999999954e-01,1.644699999999999981e-02,3.921600000000000086e-02,5.369042000000000314e+00,3.149402299999999855e+01,1.110523819999999944e+02
5.291599999999999776e-02,1.445450000000000068e-01,-1.071909999999999946e-01,-1.167080000000000062e-01,-3.024999999999999911e-03,3.206400000000000222e-02,5.230127000000000415e+00,3.147747400000000084e+01,1.111019459999999981e+02
-1.175210000000000005e-01,4.384300000000000003e-02,-1.524900000000000040e-02,-3.613999999999999851e-02,-6.344999999999999946e-03,1.064099999999999942e-02,5.187694999999999723e+00,3.145913399999999882e+01,1.111144089999999949e+02
-1.821609999999999896e-01,9.362600000000000089e-02,9.403799999999999659e-02,-1.175510000000000027e-01,-9.619000000000000813e-03,1.362999999999999975e-02,5.030757000000000367e+00,3.143590199999999868e+01,1.111278800000000047e+02
-5.472599999999999687e-02,1.596789999999999876e-01,1.435639999999999972e-01,-2.195050000000000057e-01,1.240100000000000056e-02,3.362099999999999811e-02,4.746879999999999988e+00,3.144169799999999881e+01,1.111774599999999964e+02
